region,sales,quantity,price
South,162.83,2,74.4
East,533.29,4,132.48
East,1057.55,6,174.28
South,138.04,3,44.84
East,569.37,8,69.75
North,328.71,4,83.2
East,519.24,6,88.01
East,517.94,7,73.98
West,1290.68,10,129.56
North,432.03,4,107.02
South,161.1,4,38.62
North,273.17,4,67.65
West,120.95,1,117.68
East,584.79,3,194.7
North,112.13,2,57.37
North,316.68,5,65.12
West,805.77,7,113.22
South,139.97,3,46.84
South,112.29,3,35.67
West,598.46,6,98.21
East,163.81,2,82.76
East,349.53,5,71.76
West,686.22,7,98.43
South,91.68,2,46.76
East,322.61,4,81.2
West,207.87,3,66.55
East,270.79,3,88.11
North,115.31,1,105.83
East,238.4,3,78.94
East,318.37,4,78.62
South,137.99,3,44.46
East,455.84,6,74.06
East,280.05,6,45.78
West,70.3,1,64.38
West,537.38,5,107.94
West,478.21,4,121.17
West,521.29,5,102.31
West,457.05,5,88.51
West,806.33,10,80.8
West,414.25,4,102.75
West,255.81,2,129.91
West,391.38,3,133.48
West,312.32,3,102.8
West,655.61,9,73.93
South,146.55,3,49.57
East,528.58,7,74.58
North,384.57,4,93.74
East,138.32,2,65.59
East,386.1,7,53.96
West,270.87,3,90.31
North,218.34,2,109.22
West,743.1,7,106.05
North,357.1,5,70.49
East,45.7,1,41.85
West,966.62,9,106.2
South,48.83,1,45.32
West,506.22,5,101.77
East,447.93,5,86.89
South,231.67,4,57.68
West,1048.95,8,130.15
East,123.26,2,65.99
East,501.71,8,62.06
North,1528.24,9,169.14
North,90.27,1,77.11
South,171.7,3,53.81
South,140.55,2,65.77
East,187.65,2,89.75
West,691.97,9,76.79
West,1234.95,10,122.03
West,513.91,5,103.1
East,244.28,3,81.05
West,269.52,3,89.63
West,470.45,6,76.62
East,66.85,1,65.23
South,380.76,6,64.6
West,235.41,2,119.69
West,551.81,9,60.83
West,420.58,6,70.75
West,956.66,9,105.92
East,499.12,4,125.41
South,52.62,1,39.3
South,107.83,2,53.89
North,336.4,6,54.73
West,483.25,6,79.63
South,302.85,5,58.2
South,87.58,1,73.69
West,488.71,6,79.7
East,202.86,3,64.37
East,242.93,4,58.99
East,181.34,4,46.7
East,341.69,7,47.92
West,352.83,4,87.45
West,167.85,2,80.39
East,675.44,8,84.67
North,503.61,7,70.09
West,478.44,6,81.25
South,104.57,2,54.61
East,270.66,4,64.33
West,342.33,5,68.2
West,1058.49,10,106.32
East,60.64,1,60.59
South,418.05,6,68.73
South,63.73,2,30.16
North,528.29,5,106.31
East,172.03,2,88.05
South,262.13,6,44.79
West,1337.52,5,265.56
South,212.42,3,67.76
East,230.0,4,55.25
North,161.96,2,80.44
South,141.92,2,73.28
East,56.1,1,63.74
South,299.7,5,57.23
East,454.07,7,65.63
East,247.55,5,46.66
North,390.24,7,54.07
North,521.28,6,86.67
East,763.87,9,84.07
South,208.02,5,42.25
North,313.54,5,64.41
West,231.67,2,109.29
East,1576.58,12,131.9
West,799.18,10,80.46
West,691.39,5,139.35
East,318.97,4,81.62
West,109.31,1,109.75
West,1395.62,8,174.3
South,55.83,2,32.52
East,557.69,7,79.62
East,277.83,4,68.56
East,446.35,8,56.95
East,317.1,6,52.17
East,311.96,4,79.93
South,118.58,4,31.56
East,82.47,1,80.65
East,169.09,3,59.49
South,273.97,6,44.23
South,78.63,1,74.95
North,893.16,9,99.22
North,114.69,2,58.68
South,133.54,2,70.61
West,219.28,3,71.53
South,224.95,6,36.39
East,430.5,8,53.58
East,283.92,4,70.85
West,342.8,4,85.26
East,307.0,5,63.28
North,173.1,3,58.04
West,61.62,1,68.96
South,232.99,5,44.39
East,438.01,7,61.49
South,268.34,4,66.11
South,347.52,5,70.87
West,136.66,1,139.93
West,253.99,4,61.89
North,110.87,1,108.6
West,201.85,2,105.38
West,1079.85,9,118.96
North,316.13,5,62.1
South,127.41,2,65.34
West,88.85,1,95.92
West,608.01,6,102.22
South,25.42,1,30.44
South,355.64,6,60.88
North,90.23,2,50.09
East,469.3,7,67.43
South,101.6,2,48.15
East,125.08,2,66.05
South,39.86,1,31.04
West,371.93,3,125.63
West,1143.2,9,126.53
West,120.85,1,117.31
South,55.18,1,43.51
West,483.02,5,98.4
East,345.43,5,69.84
East,171.42,4,44.84
East,509.82,6,84.12
West,702.22,6,115.54
North,65.03,1,68.54
South,100.69,3,30.54
East,498.07,8,60.56
West,797.13,10,80.03
West,99.09,1,95.33
East,79.86,1,72.2
West,599.41,9,67.33
East,305.43,5,62.34
North,304.38,5,58.44
West,355.07,3,115.11
West,977.54,7,137.68
East,304.53,2,144.86
West,419.86,6,71.16
West,211.04,3,65.56
East,277.02,7,40.89
West,74.04,1,73.83
East,187.02,4,46.39
East,241.11,3,76.17
West,1806.69,8,225.04
East,1644.99,10,163.62
East,411.84,5,80.74
North,151.12,2,68.33
West,401.66,5,77.5
East,586.68,6,95.43
East,415.31,5,82.27
West,689.11,7,99.29
East,141.94,3,45.08
East,73.83,1,62.65
South,151.87,3,47.43
North,317.99,3,101.36
West,668.5,7,95.35
North,332.53,5,66.17
East,47.02,1,47.98
East,175.08,2,88.75
West,416.24,3,139.47
East,50.95,1,50.47
South,87.83,2,47.03
East,368.08,5,71.86
East,650.29,6,106.71
West,141.84,2,67.04
West,674.52,9,75.65
East,575.65,7,82.86
South,330.07,5,65.5
East,216.69,5,43.24
East,291.76,5,60.26
South,60.77,1,66.75
North,404.02,6,68.66
South,41.16,1,41.12
East,2311.59,11,210.73
South,309.09,5,58.88
East,173.65,4,43.12
South,68.22,1,58.03
East,205.17,5,40.66
East,367.54,8,45.35
West,3064.93,11,277.53
East,541.7,6,89.38
South,166.0,5,32.29
East,709.5,8,88.91
West,829.64,5,166.81
West,110.65,1,116.49
West,1025.13,8,129.38
East,65.1,1,63.4
North,59.15,1,56.35
South,97.37,2,51.15
West,846.81,7,120.65
East,290.41,6,49.9
North,73.75,1,83.58
South,331.45,6,54.62
South,708.01,8,87.66
East,239.64,3,79.92
East,167.97,2,88.51
North,601.86,7,86.15
West,2559.72,11,233.46
West,707.56,10,69.47
West,351.04,3,119.89
East,301.36,5,60.33
East,336.72,4,86.39
North,506.32,5,98.8
East,176.5,2,82.43
West,410.91,5,83.08
East,609.72,7,85.64
South,215.91,3,72.16
South,385.86,6,64.36
East,314.29,4,75.65
West,424.34,5,86.4
East,405.57,5,81.01
South,189.63,5,37.0
West,824.18,6,136.73
East,165.76,2,78.25
North,306.73,3,104.46
West,968.21,8,121.21
East,69.12,1,58.82
West,1473.78,10,147.29
South,225.3,3,74.58
East,464.8,8,57.91
East,140.14,2,65.0
South,311.81,6,51.63
South,173.43,4,39.74
West,968.7,8,122.11
East,658.22,8,82.33
East,243.06,5,48.64
West,1110.9,8,138.5
East,289.36,7,42.28
West,539.2,4,131.39
North,280.85,3,92.38
North,476.39,6,78.55
East,531.76,8,66.45
South,107.48,3,31.36
North,178.31,2,85.48
South,822.16,5,164.06
West,717.51,6,119.38
North,296.18,3,96.59
East,512.13,8,62.51
West,446.86,5,87.12
West,519.21,4,129.01
East,204.94,4,49.05
East,662.75,5,132.14
East,356.28,8,43.75
West,862.43,8,108.54
South,182.67,5,37.09
South,240.32,5,48.19
North,1578.71,7,226.29
North,464.4,5,94.81
North,203.58,2,103.43
South,481.26,9,52.13
South,66.32,1,71.47
North,170.61,3,52.36
East,151.2,3,49.91
East,227.5,4,53.98
West,836.52,8,105.06
West,2702.32,13,208.14
East,350.03,6,57.49
South,175.26,4,40.12
West,210.85,2,103.27
South,1098.49,10,110.7
South,247.6,4,62.33
East,410.89,5,83.15
West,1100.02,10,109.87
East,570.79,7,82.96
South,289.42,4,74.72
East,92.08,2,40.51
East,139.56,3,42.32
South,141.99,2,72.5
West,1343.57,10,133.11
East,212.42,4,49.62
East,142.73,3,43.36
South,57.6,1,45.48
East,348.35,6,56.88
East,409.05,5,82.77
East,312.52,4,78.79
East,612.02,7,85.96
East,283.67,4,68.22
South,68.36,1,63.87
West,879.39,10,86.67
West,105.25,1,109.18
West,611.5,8,75.85
East,48.16,1,43.28
North,443.5,5,88.46
West,1237.39,10,123.75
East,419.66,8,51.45
East,299.68,5,61.18
North,343.65,4,87.77
North,461.56,5,92.07
South,162.45,5,31.19
North,309.18,3,104.14
East,146.28,2,75.26
East,88.99,2,40.5
East,144.83,2,69.09
East,662.08,8,82.57
East,198.46,3,63.31
North,55.11,1,59.2
South,362.91,6,58.27
South,329.67,6,56.58
South,57.59,1,51.74
South,86.78,2,38.92
West,971.18,7,138.89
West,390.99,6,64.57
East,60.0,1,61.66
West,1115.49,9,122.75
West,834.63,6,137.81
West,1398.77,7,199.53
South,190.57,3,65.05
South,425.86,6,69.37
West,312.08,3,104.44
South,168.59,3,54.0
West,371.01,5,73.44
East,226.33,3,78.02
North,187.34,2,97.58
West,79.14,1,74.0
South,279.86,6,47.75
West,477.2,6,80.98
West,967.47,4,244.25
East,83.62,2,43.74
South,105.93,2,54.24
West,680.8,10,66.95
South,42.48,1,48.89
West,433.63,7,62.98
South,49.71,1,48.81
East,972.3,8,121.34
East,495.92,8,61.18
North,192.95,2,90.4
South,216.39,6,35.16
East,326.09,7,44.66
South,139.72,3,47.51
North,130.06,2,61.8
West,631.52,7,88.96
West,571.5,5,115.4
North,398.35,4,99.13
North,295.0,5,56.01
South,255.56,5,52.25
South,59.18,2,31.85
East,151.35,2,78.57
East,371.04,6,61.42
West,794.67,10,80.44
West,746.86,9,83.47
South,177.82,5,36.16
West,527.47,7,75.83
South,69.75,1,74.07
North,276.24,3,87.55
East,307.21,5,59.54
West,122.33,1,126.82
West,1909.78,11,172.85
East,315.33,5,62.78
West,821.17,9,90.01
North,284.67,4,71.08
West,800.55,7,114.35
North,1965.39,8,245.3
South,904.94,9,100.34
South,477.23,4,121.55
West,1142.95,9,127.3
East,1463.31,9,161.74
West,1327.18,10,133.19
West,1133.85,5,226.03
East,548.62,7,76.74
North,610.18,7,88.54
West,901.3,9,100.65
South,69.22,1,60.43
West,236.39,3,76.35
North,311.48,4,80.22
South,386.25,6,65.95
South,80.19,2,43.62
West,736.41,9,80.99
East,1681.97,10,167.1
South,110.25,2,48.1
North,106.29,2,50.89
East,167.87,2,81.85
West,146.03,2,72.78
East,332.55,4,84.18
East,87.44,1,76.88
East,365.78,7,53.12
East,291.26,4,74.77
South,225.26,3,73.09
South,110.5,3,35.08
West,426.57,7,62.14
East,751.24,6,122.88
East,336.48,5,68.07
East,98.13,2,47.33
West,99.58,1,100.16
West,232.27,2,113.07
West,126.71,1,120.45
East,242.21,3,78.62
East,313.42,8,40.07
East,207.31,3,69.95
West,67.32,1,63.83
West,263.77,2,131.86
West,762.63,7,108.05
South,351.06,5,67.48
South,68.23,2,30.87
North,215.83,2,107.08
East,48.57,1,43.76
East,484.22,7,69.99
West,94.61,1,91.35
South,46.69,1,40.8
South,311.49,4,74.74
East,320.36,6,53.47
South,183.68,3,58.89
North,112.39,1,104.0
East,225.74,3,73.1
West,106.1,1,92.63
East,301.41,6,51.14
North,349.93,4,84.19
East,2085.18,11,189.92
East,1447.83,9,161.27
South,255.47,4,61.5
East,173.92,4,40.81
East,263.44,3,83.86
West,556.31,4,139.85
South,92.77,2,48.5
East,486.9,8,60.16
West,169.94,2,82.7
West,287.57,3,98.77
East,505.71,7,70.24
West,483.92,7,70.3
West,1339.83,10,134.51
East,219.96,3,70.51
South,134.85,2,63.03
South,277.32,4,68.93
West,654.07,6,108.87
East,870.5,6,143.02
South,77.25,2,34.3
North,172.0,2,85.97
East,430.51,5,84.84
South,209.38,4,50.99
South,105.62,3,33.03
North,605.21,6,102.24
East,339.17,8,40.83
South,54.65,1,51.15
West,894.97,7,126.63
South,182.38,3,61.38
North,84.78,1,88.94
South,126.26,4,31.39
North,173.93,3,56.14
East,98.31,1,86.88
West,77.01,1,70.54
East,694.31,8,86.76
North,221.34,3,75.84
South,424.4,6,71.19
South,124.8,3,43.93
East,104.61,2,51.28
West,1642.75,6,274.64
East,1074.39,8,132.53
East,116.25,2,56.68
East,246.52,4,62.98
East,446.27,5,89.82
West,980.14,8,122.38
North,147.8,2,74.96
East,90.19,1,88.43
East,163.49,2,78.87
North,637.89,7,91.28
West,242.16,3,79.11
East,221.25,4,57.58
South,164.0,3,55.13
West,143.52,2,66.32
East,527.66,7,75.92
South,82.01,1,71.48
East,227.03,4,54.25
South,129.96,3,44.35
East,244.29,3,78.06
East,347.16,7,50.45
North,200.64,2,93.88
West,467.08,5,91.95
East,60.28,1,62.24
West,610.21,7,87.04
West,517.88,4,129.36
East,704.29,8,86.63
West,111.59,1,100.58
West,1019.31,10,100.45
East,102.2,2,48.41
West,581.12,5,117.83
East,247.89,3,82.81
East,399.73,6,66.86
South,249.89,6,40.84
West,675.77,8,83.62
East,165.36,4,40.9
East,316.31,5,63.87
West,122.83,1,115.86
South,209.14,6,36.19
South,899.77,9,99.06
West,764.55,8,93.7
East,250.45,4,60.37
West,234.33,4,60.22
West,2120.72,9,236.73
North,91.34,1,81.02
West,453.97,7,63.32
West,625.25,9,70.34
West,85.97,1,81.28
East,65.53,1,50.82
East,70.42,1,77.04
West,349.98,4,87.12
West,985.44,10,97.4
West,3191.85,11,290.98
North,558.03,7,77.81
South,129.56,3,41.6
East,292.89,5,55.95
East,37.55,1,44.53
West,543.92,6,91.14
South,128.34,3,42.73
North,508.06,6,85.83
West,445.2,7,64.19
South,136.18,4,34.61
West,485.06,5,95.81
South,618.75,5,123.92
West,254.42,4,65.68
East,162.8,2,76.29
East,340.94,8,42.7
East,218.6,4,55.11
West,576.91,7,81.23
West,421.31,6,67.77
West,528.14,8,64.35
East,513.64,7,72.15
East,303.43,4,75.93
East,312.87,6,51.75
West,723.56,7,104.77
South,79.27,2,32.21
South,405.47,6,68.14
North,92.44,1,98.34
West,389.66,4,94.6
East,609.63,8,75.32
East,620.37,7,89.91
North,309.97,3,105.29
West,1005.97,8,124.31
South,162.4,4,41.62
North,355.87,6,59.57
East,295.51,4,75.97
West,232.05,3,78.24
East,112.83,2,54.85
North,313.8,6,50.55
North,202.27,3,69.7
West,1069.73,8,133.19
West,583.15,9,65.56
East,403.44,5,81.62
East,558.81,7,78.67
East,366.74,8,46.41
North,463.1,6,74.85
North,213.04,3,74.11
South,146.75,5,30.16
South,137.83,3,45.08
East,133.96,2,71.51
West,119.04,1,116.64
East,515.77,7,72.4
West,663.91,7,94.24
East,932.28,7,133.93
West,979.88,7,138.57
North,277.9,3,93.74
West,459.77,4,111.66
North,468.41,5,91.94
South,305.74,5,61.86
North,85.88,1,80.37
East,288.41,5,55.68
East,561.45,7,81.18
South,214.21,3,73.89
East,164.62,2,75.93
East,316.93,6,54.42
South,160.32,4,38.21
North,133.9,2,59.8
South,185.43,4,43.69
North,247.46,4,59.7
South,167.61,5,32.89
North,234.57,4,57.73
West,774.76,9,86.39
West,122.92,2,63.96
South,169.39,3,55.9
North,601.58,7,85.97
South,184.03,4,44.61
West,498.5,4,123.74
North,703.51,7,101.38
West,2382.66,13,183.89
West,436.65,7,60.59
South,241.46,4,60.8
South,222.87,4,53.52
West,193.26,2,99.48
West,718.07,4,178.76
South,124.2,2,66.38
East,289.5,5,59.13
North,1555.21,7,220.27
East,320.48,4,80.08
West,857.45,9,94.06
South,842.77,8,105.32
East,350.85,5,71.11
West,63.18,1,64.86
East,1140.64,7,161.71
East,74.23,1,73.4
East,575.94,8,70.37
North,203.74,2,102.66
East,218.99,4,53.44
West,82.76,1,83.91
South,258.06,4,63.83
North,351.35,4,84.38
West,690.6,6,114.15
West,1729.36,10,173.26
South,80.63,1,66.39
West,304.33,3,102.44
South,55.42,2,30.79
East,547.22,8,68.18
West,981.92,10,96.82
South,146.84,4,33.0
South,555.38,4,136.1
East,514.64,7,72.07
East,214.75,3,68.53
East,83.59,1,84.58
West,587.05,5,117.31
West,551.55,4,134.25
East,285.6,7,40.12
South,345.71,6,58.9
South,74.07,1,71.55
East,341.85,7,47.33
West,828.94,9,93.15
West,210.27,3,72.22
South,181.28,5,35.36
North,216.75,2,103.03
East,524.76,7,75.42
South,333.18,6,54.4
West,1005.9,8,124.79
East,554.7,7,79.55
West,602.85,9,66.19
South,253.62,4,63.7
East,62.27,1,64.71
West,771.43,7,108.68
East,428.57,8,53.18
North,637.4,6,107.57
East,133.31,2,59.96
South,351.18,6,57.12
West,253.34,2,124.58
South,223.72,4,53.53
East,80.56,1,78.35
North,517.86,7,73.28
North,266.13,5,52.82
East,486.52,7,67.74
East,602.01,7,85.26
West,1364.68,10,136.19
West,400.74,4,101.49
West,774.01,8,95.69
South,402.19,6,67.79
East,66.2,1,57.01
West,786.8,6,132.41
West,440.89,4,108.28
East,256.87,6,42.24
East,89.72,2,43.82
East,185.39,2,85.99
North,2162.27,11,197.22
West,831.91,9,91.48
West,763.68,8,95.03
North,361.29,6,58.53
West,797.43,9,88.57
West,139.56,1,124.82
South,206.56,4,49.05
East,154.69,3,50.9
South,104.42,2,52.77
North,436.8,6,71.96
South,149.25,4,36.63
North,186.3,2,96.44
South,141.28,3,44.91
West,556.18,4,139.67
West,2451.44,9,272.0
West,136.53,1,123.77
East,637.64,8,79.74
South,276.86,6,45.54
South,299.18,4,71.47
North,55.31,1,56.89
North,96.2,1,103.85
West,321.17,5,65.74
South,130.14,3,43.49
North,272.01,3,92.31
West,89.19,1,95.98
South,349.96,5,68.67
North,768.19,7,108.27
West,778.05,6,128.22
West,776.3,7,111.66
West,518.71,7,75.09
South,290.15,4,74.55
East,386.64,7,55.67
South,153.92,2,71.48
East,304.51,4,74.95
East,354.22,4,84.98
West,1058.83,8,131.29
East,172.31,2,83.21
East,306.32,5,60.18
East,1507.0,10,149.43
West,584.74,7,84.57
West,289.17,3,99.17
West,846.12,7,120.04
West,362.86,3,120.63
North,56.88,1,65.76
East,1291.52,9,143.66
South,235.25,3,74.04
East,543.1,8,67.47
West,525.08,5,105.81
East,324.06,6,52.63
South,198.02,4,46.82
East,227.91,5,44.64
West,577.27,6,97.32
South,211.25,5,43.03
West,180.97,2,94.84
West,1111.13,5,219.4
East,114.08,2,50.31
East,424.22,7,61.66
South,656.68,6,108.55
West,711.99,7,101.96
West,568.13,9,64.23
North,609.03,6,99.32
South,148.83,3,46.75
East,119.61,3,41.66
West,770.11,6,129.94
East,237.04,3,81.55
East,324.61,7,47.67
East,1027.44,7,146.69
East,258.64,3,82.44
East,263.91,6,41.58
East,66.74,1,73.24
East,80.89,1,88.04
East,259.37,4,66.71
East,160.04,3,48.72
East,199.27,4,50.73
South,141.0,3,48.53
East,300.65,5,59.99
East,369.02,7,53.19
South,310.39,5,62.84
South,246.27,4,58.65
East,440.34,6,73.09
East,114.92,2,60.24
West,824.81,6,136.79
East,450.04,7,64.4
East,72.39,1,71.98
East,320.09,6,53.33
West,457.79,5,89.67
North,419.66,4,105.43
East,358.78,7,50.42
South,158.28,3,54.81
East,603.59,7,85.54
East,115.32,2,56.94
West,542.56,4,134.72
East,266.06,5,53.57
South,940.22,9,103.55
East,281.92,4,68.28
South,64.29,1,65.43
East,187.06,2,87.32
West,602.04,8,75.74
West,231.77,3,76.66
East,78.35,1,81.5
West,1116.92,9,125.16
North,212.55,3,73.2
North,439.76,4,108.74
East,556.68,7,78.66
South,393.2,6,63.69
East,304.9,4,77.53
East,758.88,8,94.53
South,75.05,1,74.71
North,471.11,5,93.12
West,800.23,7,113.78
East,414.16,3,139.97
South,63.66,1,55.7
West,2429.74,12,202.84
East,429.2,8,53.59
West,612.56,5,124.01
East,332.4,5,68.17
East,854.09,5,172.3
East,99.49,2,54.15
East,245.82,3,84.95
West,898.37,7,126.46
West,95.35,1,103.54
West,329.67,5,63.16
South,247.16,6,41.6
East,42.74,1,47.8
West,1148.7,10,115.63
South,75.36,1,71.77
East,457.15,8,56.2
East,268.69,4,64.78
East,71.68,1,74.09
West,391.19,3,129.39
South,44.98,1,33.97
West,665.47,6,110.56
South,324.75,5,64.77
South,187.04,4,46.58
West,926.32,5,184.19
East,193.55,2,89.29
East,156.06,2,72.07
East,302.5,6,51.87
West,284.17,3,94.67
East,166.05,3,57.22
South,590.16,4,147.0
South,293.09,4,72.04
West,615.01,6,101.65
West,1377.06,10,138.56
West,642.32,6,107.27
South,146.89,3,48.09
North,210.31,2,101.1
West,272.58,3,91.18
West,87.3,1,80.72
East,410.31,5,82.95
North,436.6,6,72.68
East,328.81,8,42.03
East,623.93,7,88.42
South,77.88,1,74.47
East,234.3,4,60.38
West,363.83,3,123.42
East,149.65,3,48.75
West,1178.79,9,129.31
West,74.75,1,83.77
South,206.0,5,42.06
North,54.79,1,56.11
East,510.08,6,82.65
North,214.59,2,105.66
East,574.95,7,81.28
North,277.26,4,71.56
South,57.1,1,53.59
North,151.45,3,51.42
North,218.51,2,106.59
North,415.65,7,57.57
North,273.04,4,65.76
East,246.95,3,84.19
West,1138.94,10,113.93
South,276.2,5,52.4
South,194.04,5,40.23
East,421.74,8,51.1
East,74.32,1,76.02
East,462.57,8,57.22
East,404.42,5,78.41
East,417.94,7,60.96
East,1074.75,8,134.38
West,633.28,8,79.25
North,165.3,3,54.98
North,1013.62,6,170.02
East,213.17,5,41.02
West,725.99,10,72.86
East,624.03,8,78.69
South,327.2,5,66.52
South,143.89,2,70.54
South,167.02,4,42.33
South,179.75,4,45.39
East,73.78,1,62.93
West,270.15,3,90.31
East,352.97,4,89.84
South,194.47,3,60.4
South,215.98,5,44.5
West,57.19,1,63.69
West,748.17,10,74.71
East,175.04,3,54.77
East,364.03,8,44.35
North,155.6,2,71.55
West,91.45,1,76.79
South,123.41,2,63.82
East,709.28,10,71.69
West,269.29,4,68.5
West,784.74,8,99.15
East,245.9,6,41.08
East,276.75,5,57.03
South,237.83,5,45.93
West,326.33,3,109.73
South,121.28,2,62.71
North,365.75,4,89.05
South,179.63,4,42.82
South,297.27,6,49.98
South,186.66,5,38.81
East,501.08,8,62.57
West,200.21,3,64.67
South,27.01,1,33.01
East,441.43,6,75.01
South,667.6,6,110.12
West,3067.86,12,255.17
East,159.06,3,52.3
West,213.18,2,106.86
West,1054.28,9,117.64
West,194.76,3,66.65
East,346.22,4,86.95
North,428.37,5,84.19
North,88.67,1,92.18
East,505.8,7,72.94
North,469.08,5,95.3
South,233.04,6,39.08
East,350.57,4,89.27
East,89.05,1,78.95
East,308.13,5,61.4
South,351.69,5,67.37
East,239.94,4,57.27
South,190.96,4,44.13
East,304.29,5,62.06
East,411.31,5,80.11
East,194.98,3,60.34
West,966.97,7,137.66
East,54.64,1,45.49
South,421.39,6,69.41
East,60.59,1,55.98
East,363.02,5,74.24
West,499.19,6,84.09
South,187.28,4,43.17
South,400.92,6,68.46
North,661.55,6,108.35
East,220.35,5,45.81
East,155.85,3,51.51
South,140.05,2,72.61
West,137.94,1,130.47
East,311.55,7,43.2
West,648.18,7,91.63
South,316.46,5,65.27
East,525.32,4,128.26
South,259.71,5,53.31
South,338.82,5,64.8
East,1888.7,9,208.36
South,234.91,4,57.24
South,137.78,3,47.15
North,521.26,5,103.44
West,926.7,10,93.54
North,305.33,5,58.73
North,986.34,4,248.6
North,77.19,1,67.51
West,106.49,1,115.27
North,478.31,5,94.02
East,325.04,4,83.36
West,2098.43,9,233.74
West,616.09,9,68.24
West,93.79,1,88.18
East,517.84,6,86.11
West,1119.53,9,125.25
North,215.35,4,52.23
West,971.61,9,108.5
South,62.82,1,49.62
West,871.59,7,123.91
West,1020.64,8,126.53
West,341.27,3,113.12
East,70.52,1,56.04
East,288.55,6,49.48
East,165.25,3,56.36
North,555.46,5,109.24
West,571.61,7,82.58
West,968.2,8,122.14
South,163.5,3,54.27
West,138.93,1,129.52
East,489.1,6,79.43
West,692.24,7,98.32
West,171.08,2,80.4
South,74.09,2,37.41
East,613.89,6,100.06
East,694.45,8,85.8
East,259.2,4,62.83
East,526.52,8,64.19
North,392.23,7,56.96
East,545.85,7,76.62
East,115.46,2,62.13
East,255.52,3,82.88
West,137.55,1,131.08
South,236.87,4,61.13
West,946.56,7,134.23
West,691.11,7,97.98
East,470.54,8,59.94
West,1025.37,9,114.5
South,147.41,5,30.72
North,200.26,2,100.38
South,169.25,4,38.83
East,159.88,2,81.89
West,58.17,1,61.06
South,58.67,1,48.96
West,1116.7,7,160.71
South,917.19,6,152.86
West,599.84,5,117.42
West,513.55,4,129.08
West,617.48,8,76.56
East,558.62,8,68.52
West,1253.2,9,137.62
West,321.33,4,82.69
East,707.39,8,87.12
West,802.53,9,89.19
East,251.21,3,82.92
East,48.5,1,40.13
South,115.92,4,30.94
South,51.69,1,46.96
West,350.51,4,87.03
East,362.86,4,87.72
South,78.36,2,38.92
South,209.67,5,39.77
East,129.08,2,62.96
West,701.87,9,78.78
East,93.12,1,87.03
North,779.72,5,154.82
East,84.64,1,76.98
West,187.18,2,93.37
East,96.08,1,85.81
East,326.74,7,46.86
North,299.33,3,95.66
North,1680.69,9,187.65
South,81.92,1,74.9
North,554.31,6,90.46
West,1346.5,10,134.39
North,287.07,5,55.68
East,244.64,4,61.11
North,622.16,7,88.86
West,198.59,2,98.31
North,301.55,5,57.52
West,716.72,9,78.9
West,478.7,7,67.02
East,253.26,3,86.22
